,ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
3135,86575,110-ZM-T30,FPQ-10728,SO-43460,DN-3186,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/5/12,N/A - From RDC,28-Jun-13,7-Jun-13,7-Jun-13,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,12873,90111.0,7.0,0.12,"Cipla, Goa, India",No,See DN-3186 (ID#:83688),See DN-3186 (ID#:83688),126.34,See DN-3186 (ID#:83688),See DN-3186 (ID#:83688)
3136,44516,104-CI-T30,FPQ-11294,SCMS-173130,ASN-19140,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,12/14/12,1/15/13,26-Apr-13,26-Apr-13,26-Apr-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2104,168320.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,917,16661.34,208.21,16661.34,917
3137,12188,106-HT-T01,Pre-PQ Process,SO-2042,DN-682,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Mar-08,21-Mar-08,21-Mar-08,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,190,5230.7,27.53,0.46,Mylan (formerly Matrix) Nashik,No,See DN-682 (ID#:10963),See DN-682 (ID#:10963),8.37,11340.2,938
3138,78946,113-ZW-T30,FPQ-13939,SCMS-234720,ASN-26120,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/1/14,5/8/14,14-Jun-14,14-Jun-14,16-Jun-14,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,24540,114111.0,4.65,0.16,"Aurobindo Unit VII, IN",Yes,2448,20407.95,117.31,20407.95,2448
3139,83487,104-CI-T30,FPQ-6891,SO-38710,DN-2120,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,N/A - From RDC,28-Feb-11,28-Feb-11,28-Feb-11,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,2070,2898.0,1.4,0.02,"Aurobindo Unit III, India",Yes,176,1653.99,4.78,1653.99,176
3140,85390,101-CD-T30,FPQ-12088,SO-45030,DN-3269,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,4/12/13,N/A - From RDC,28-Aug-13,8-Feb-14,11-Mar-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,1413,3193.38,2.26,0.04,"Aurobindo Unit III, India",No,See DN-3269 (ID#:83711),See DN-3269 (ID#:83711),3.95,See DN-3269 (ID#:83711),See DN-3269 (ID#:83711)
3141,84108,111-MZ-T30,FPQ-7053,SO-38636,DN-2340,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,N/A - From RDC,30-Nov-11,30-Nov-11,30-Nov-11,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,9400,18988.0,2.02,0.01,"Aurobindo Unit III, India",Yes,3642,5678.14,31.33,5678.14,3642
3144,39708,104-CI-T30,FPQ-3967,SCMS-52650,ASN-5060,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,8/21/09,9/11/09,23-Oct-09,23-Oct-09,23-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,300,11508.0,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,546,4901.51,22.56,4901.51,546
3145,86631,105-GY-T30,FPQ-12619,SO-46090,DN-3425,Guyana,PMO - US,From RDC,N/A - From RDC,Air,7/16/13,N/A - From RDC,31-Dec-13,2-Dec-13,20-Dec-13,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,67,767.82,11.46,0.19,"Aurobindo Unit III, India",No,See DN-3425 (ID#:82618),See DN-3425 (ID#:82618),0.95,See DN-3425 (ID#:82618),See DN-3425 (ID#:82618)
3146,44612,108-VN-T30,FPQ-5317,SCMS-69730,ASN-8447,Vietnam,PMO - US,Direct Drop,EXW,Air,3/22/10,3/29/10,9-Nov-10,9-Nov-10,9-Nov-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,40890,175827.0,4.3,0.14,Mylan (formerly Matrix) Nashik,Yes,3329,10455.35,379.08,10455.35,3329
3147,48640,102-BI-T30,FPQ-15186,SCMS-260820,ASN-32560,Burundi,PMO - US,Direct Drop,EXW,Air,10/17/14,11/12/14,6-Jul-15,6-Jul-15,8-Jul-15,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,,Test kit,30,594,16394.4,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,63,877.52,19.3,877.52,63
3148,12851,104-CI-T01,Pre-PQ Process,SO-21880,DN-1152,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-Apr-09,30-Apr-09,30-Apr-09,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2200,29216.0,13.28,0.44,Mylan (formerly Matrix) Nashik,No,See DN-1152 (ID#:11010),See DN-1152 (ID#:11010),57.26,See DN-1152 (ID#:11010),See DN-1152 (ID#:11010)
3150,85018,102-BI-T30,FPQ-15406,SO-50270,DN-4144,Burundi,PMO - US,From RDC,N/A - From RDC,Air,11/19/14,N/A - From RDC,27-Feb-15,28-Feb-15,5-Mar-15,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,9360,89856.0,9.6,0.32,Mylan (formerly Matrix) Nashik,No,See DN-4144 (ID#:82781),See DN-4144 (ID#:82781),105.76,See DN-4144 (ID#:82781),See DN-4144 (ID#:82781)
3151,12752,112-NG-T01,Pre-PQ Process,SO-567,DN-475,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,3-Dec-07,3-Dec-07,3-Dec-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1542,11565.0,7.5,0.12,"Cipla, Goa, India",No,See DN-475 (ID#:10642),See DN-475 (ID#:10642),18.5,See DN-475 (ID#:10642),See DN-475 (ID#:10642)
3152,83067,105-GY-T30,FPQ-10252,SO-42780,DN-2811,Guyana,PMO - US,From RDC,N/A - From RDC,Air,7/5/12,N/A - From RDC,2-Oct-12,29-Aug-12,29-Aug-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,52,429.52,8.26,0.09,"Aurobindo Unit III, India",Yes,38,4718.3,0.6,4718.3,38
3153,57866,114-UG-T30,FPQ-12290,SCMS-192210,ASN-22576,Uganda,PMO - US,Direct Drop,EXW,Air,5/17/13,6/24/13,21-Nov-13,21-Nov-13,22-Nov-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir 300mg, capsules, 30 Caps",Atazanavir,Generic,300mg,Capsule,30,1946,29190.0,15.0,0.5,Mylan (formerly Matrix) Nashik,Yes,122,1249.78,36.11,1249.78,122
3154,70559,108-VN-T30,FPQ-7565,SCMS-107631,ASN-11363,Vietnam,PMO - US,Direct Drop,EXW,Air,4/21/11,5/2/11,26-Jul-11,26-Jul-11,26-Jul-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,50000,117500.0,2.35,0.04,"Strides, Bangalore, India.",Yes,2537,9145.1,193.88,9145.1,2537
3157,46228,103-ZW-T30,FPQ-13969,SCMS-239220,ASN-27095,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/8/14,5/16/14,30-Jul-14,30-Jul-14,31-Jul-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,48127,95772.73,1.99,0.03,Mylan (formerly Matrix) Nashik,Yes,2383,18232.17,98.45,18232.17,2383
3158,82654,101-CD-T30,FPQ-13554,SO-47630,DN-3561,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,1/15/14,N/A - From RDC,30-May-14,19-May-14,26-Jun-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,489,5555.04,11.36,0.19,"Aurobindo Unit III, India",Yes,2045,16083.32,5.71,16083.32,2045
3159,31740,161-ZA-T30,FPQ-6262,SCMS-83830,ASN-9486,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,4-Mar-11,4-Mar-11,4-Mar-11,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,6736,13606.72,2.02,0.01,"Aurobindo Unit III, India",No,See ASN-9486 (ID#:24187),See ASN-9486 (ID#:24187),29.34,See ASN-9486 (ID#:24187),See ASN-9486 (ID#:24187)
3160,33799,109-TZ-T30,FPQ-13048,SCMS-210890,ASN-23967,Tanzania,PMO - US,Direct Drop,FCA,Air,10/3/13,10/31/13,7-Mar-14,7-Mar-14,11-Mar-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1742,10347.48,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,208,2336.46,12.8,2336.46,208
3161,84334,151-NG-T30,FPQ-11864,SO-44920,DN-3540,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/14/13,N/A - From RDC,28-Feb-14,10-Feb-14,19-Feb-14,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,2085,8340.0,4.0,0.07,"Aurobindo Unit III, India",Yes,122,30936.1,10.32,30936.1,122
3162,12658,111-MZ-T01,Pre-PQ Process,SO-671,DN-189,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Jun-07,20-Jun-07,20-Jun-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,62000,458800.0,7.4,0.12,"Cipla, Goa, India",Yes,5778,20299,734.08,20299,5778
3163,26821,109-TZ-T30,FPQ-4157,SCMS-52774,ASN-5621,Tanzania,PMO - US,Direct Drop,EXW,Air,8/27/09,9/3/09,11-Dec-09,11-Dec-09,11-Dec-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,950,66500.0,70.0,0.7,Inverness Japan,Yes,216,3744.18,130.34,3744.18,216
3164,38409,109-TZ-T30,FPQ-6936,SCMS-100640,ASN-10166,Tanzania,PMO - US,Direct Drop,EXW,Air,12/27/10,2/25/11,26-Apr-11,26-Apr-11,26-Apr-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,625,20000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,200,2918.12,33.0,2918.12,200
3165,84900,101-CD-T30,FPQ-13554,SO-47630,DN-3561,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,1/15/14,N/A - From RDC,30-May-14,19-May-14,26-Jun-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,777,15912.96,20.48,0.17,Mylan (formerly Matrix) Nashik,No,See DN-3561 (ID#:82654),See DN-3561 (ID#:82654),16.36,16083.32,2045
3166,39647,108-VN-T30,FPQ-7565,SCMS-107610,ASN-11722,Vietnam,PMO - US,Direct Drop,EXW,Air,4/21/11,5/4/11,5-Sep-11,5-Sep-11,5-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,219000.0,10.95,0.18,"Aurobindo Unit III, India",Yes,2675,9656.19,361.35,9656.19,2675
3167,14252,114-UG-T30,FPQ-13116,SCMS-212350,ASN-24417,Uganda,PMO - US,Direct Drop,EXW,Air,10/23/13,10/30/13,21-Mar-14,21-Mar-14,21-Mar-14,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,7445,16676.8,2.24,0.04,"Cipla, Goa, India",Yes,574,3868.24,17.14,3868.24,574
3168,12041,107-RW-T01,Pre-PQ Process,SO-481,DN-100,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-07,14-May-07,14-May-07,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1267,4193.77,3.31,0.06,"Ranbaxy, Paonta Shahib, India",No,See DN-100 (ID#:10823),See DN-100 (ID#:10823),,11609.31,120
3169,86065,104-CI-T30,FPQ-12800,SO-46380,DN-3601,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/9/13,N/A - From RDC,31-Mar-14,14-Apr-14,22-May-14,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,519,1115.85,2.15,0.04,"Micro labs, Verna, Goa, India",No,See DN-3601 (ID#:85453),See DN-3601 (ID#:85453),1.38,See DN-3601 (ID#:85453),See DN-3601 (ID#:85453)
3170,81050,114-UG-T30,FPQ-12477,SCMS-198701,ASN-21881,Uganda,PMO - US,Direct Drop,EXW,Ocean,7/8/13,9/10/13,7-Nov-13,7-Nov-13,13-Nov-13,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,63652,203049.88,3.19,0.11,"Strides, Bangalore, India.",Yes,3963,12961.76,251.17,12961.76,3963
3171,83919,151-NG-T30,FPQ-16313,SO-51440,DN-4282,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/4/15,N/A - From RDC,30-Jun-15,22-Jun-15,29-Jun-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,55851,256356.09,4.59,0.15,Hetero Unit III Hyderabad IN,Yes,6183,47281.56,301.73,47281.56,6183
3172,85969,151-NG-T30,FPQ-11022,SO-43852,DN-3173,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/15/12,N/A - From RDC,4-Jun-13,10-May-13,10-May-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,47091,156813.03,3.33,0.11,"Strides, Bangalore, India.",No,See DN-3173 (ID#:83687),See DN-3173 (ID#:83687),193.98,20666.07,17455
3173,80665,900-SZ-T30,FPQ-8386,SCMS-122650,ASN-12532,Swaziland,PMO - US,Direct Drop,EXW,Air,9/14/11,9/22/11,16-Nov-11,16-Nov-11,16-Nov-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,41700,587970.0,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,4900,29478.42,970.15,29478.42,4900
3174,43347,122-HT-T30,FPQ-8635,SCMS-132180,ASN-13412,Haiti,PMO - US,Direct Drop,EXW,Air,12/7/11,12/30/11,18-Jan-12,18-Jan-12,18-Jan-12,ANTM,Malaria,AMSTELFARMA B.V.,"Chloroquine 150mg base (as phosphate), tablets, 1000 Tabs",Chloroquine base (as phosphate),Generic,150mg,Tablet,1000,3000,27750.0,9.25,0.01,"Medopharm Malur Factory, INDIA",No,See ASN-13412 (ID#:16085),See ASN-13412 (ID#:16085),38.91,7019.07,1173
3176,28515,161-ZA-T30,FPQ-6262,SCMS-83790,ASN-9179,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,6-Jan-11,31-Jan-11,31-Jan-11,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,14065,29817.8,2.12,0.01,"Aurobindo Unit III, India",Yes,6196,1220.84,64.29,1220.84,6196
3178,86605,105-GY-T30,FPQ-12047,SO-45050,DN-3331,Guyana,PMO - US,From RDC,N/A - From RDC,Air,4/15/13,N/A - From RDC,30-Sep-13,4-Oct-13,22-Oct-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1634,33039.48,20.22,0.17,ABBVIE Ludwigshafen Germany,No,See DN-3331 (ID#:82603),See DN-3331 (ID#:82603),40.87,1303,395
3179,12824,112-NG-T01,Pre-PQ Process,SO-2727,DN-888,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,31-Aug-08,31-Aug-08,31-Aug-08,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,4,105.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",No,See DN-888 (ID#:11910),See DN-888 (ID#:11910),0.17,1151.48,82
3180,86388,151-NG-T30,FPQ-7217,SO-39700,DN-2229,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,N/A - From RDC,15-Jun-11,6-Jul-11,6-Jul-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,64995,163137.45,2.51,0.04,"Strides, Bangalore, India.",Yes,4618,13398.06,269.18,13398.06,4618
3181,2687,108-VN-T01,Pre-PQ Process,SCMS-169,ASN-272,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/15/06,14-Mar-07,14-Mar-07,14-Mar-07,ARV,Pediatric,CIPLA LIMITED,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1000,2440.0,2.44,0.01,"Cipla, Goa, India",No,See ASN-272 (ID#:1282),See ASN-272 (ID#:1282),,See ASN-272 (ID#:1282),See ASN-272 (ID#:1282)
3182,10962,125-HT-T01,Pre-PQ Process,SO-1291,DN-686,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,3-Apr-08,3-Apr-08,3-Apr-08,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,25,1800.0,72.0,0.72,Inverness Japan,No,See DN-686 (ID#:10691),See DN-686 (ID#:10691),2.88,See DN-686 (ID#:10691),See DN-686 (ID#:10691)
3184,84982,105-GY-T30,FPQ-14042,SO-48522,DN-3945,Guyana,PMO - US,From RDC,N/A - From RDC,Air,4/9/14,N/A - From RDC,30-Sep-14,31-Oct-14,14-Nov-14,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,100,838.0,8.38,0.03,"Aurobindo Unit III, India",Yes,44,863.24,0.86,863.24,44
3185,75751,108-VN-T30,FPQ-5899,SCMS-77260,ASN-8928,Vietnam,PMO - US,Direct Drop,EXW,Air,6/23/10,7/1/10,7-Dec-10,7-Dec-10,7-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,336,2436.0,7.25,0.12,"Aurobindo Unit III, India",Yes,19,8495.83,5.25,8495.83,19
3186,86007,103-DO-T30,FPQ-11920,SO-46150,DN-3355,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,3/18/13,N/A - From RDC,29-Oct-13,10-Oct-13,29-Oct-13,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6617,13167.83,1.99,0.03,Hetero Unit III Hyderabad IN,No,See DN-3355 (ID#:83726),See DN-3355 (ID#:83726),16.29,See DN-3355 (ID#:83726),See DN-3355 (ID#:83726)
3188,29596,107-RW-T30,FPQ-10223,SCMS-152930,ASN-16792,Rwanda,PMO - US,Direct Drop,EXW,Ocean,7/5/12,7/18/12,10-Dec-12,10-Dec-12,10-Dec-12,ARV,Adult,MICRO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,171925,388550.5,2.26,0.04,"Micro labs, Verna, Goa, India",Yes,15683,36173.15,544.75,36173.15,15683
3190,84714,109-TZ-T30,FPQ-8297,SO-40610,DN-2598,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/11,N/A - From RDC,4-May-12,11-Apr-12,11-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,150446,1242683.96,8.26,0.14,Hetero Unit III Hyderabad IN,No,See DN-2598 (ID#:82465),See DN-2598 (ID#:82465),2050.43,See DN-2598 (ID#:82465),See DN-2598 (ID#:82465)
3191,12045,100-CI-T01,Pre-PQ Process,SO-285,DN-74,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,456,7752.0,17.0,0.57,Gilead(Nycomed) Oranienburg DE,Yes,682,2527,,2527,682
3192,11951,104-CI-T01,Pre-PQ Process,SO-16223,DN-1112,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Mar-09,5-Mar-09,5-Mar-09,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,800,1120.0,1.4,0.01,"Aurobindo Unit III, India",Yes,77,1286,2.2,1286,77
3193,77519,108-VN-T30,FPQ-4266,SCMS-56530,ASN-7262,Vietnam,PMO - US,Direct Drop,EXW,Air,10/20/09,11/9/09,6-Jul-10,6-Jul-10,6-Jul-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14952,128736.72,8.61,0.14,"Aurobindo Unit III, India",No,See ASN-7262 (ID#:25201),See ASN-7262 (ID#:25201),252.32,See ASN-7262 (ID#:25201),See ASN-7262 (ID#:25201)
3194,77552,133-NG-T30,FPQ-12456,SCMS-196561,ASN-22172,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/13,7/10/13,7-Nov-13,7-Nov-13,17-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,3036,270204.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1233,20602.3,334.24,20602.3,1233
3195,79500,101-CD-T30,FPQ-16001,SCMS-280210,ASN-31750,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/15,3/16/15,2-Jul-15,2-Jul-15,30-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,353,11296.0,32.0,1.6,"Trinity Biotech, Plc",No,See ASN-31750 (ID#:19272),See ASN-31750 (ID#:19272),13.3,3918.37,508
3196,82944,104-CI-T30,FPQ-6891,SO-38540,DN-2153,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,N/A - From RDC,20-Apr-11,10-Jun-11,10-Jun-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,45000,504900.0,11.22,0.19,Mylan (formerly Matrix) Nashik,No,See DN-2153 (ID#:82374),See DN-2153 (ID#:82374),833.08,See DN-2153 (ID#:82374),See DN-2153 (ID#:82374)
